autor,calificacion,contenido,hotel,titulo
AmyLee76,30,"I don't sleep well on planes, and flying is generally an uncomfortable experience, so I was willing to pay a few hundred extra dollars for a Sky-couch to sleep ,...",Air New Zealand,Don't pay more expecting more comfort
AmyLee76,20,"Do not dine here if you are looking for excellen food and reasonable pricing.The service was good, and the food was decent (but hardly great - the paella was s,...",l' Arrosseria,Beware: Dishonest Pricing!
AmyLee76,50,"Unlike many of the medieval castles in southern France, Foix was never sacked by an enemy force, and remained in use until relatively recently, so it is in rema,...",Chateau de Foix,Well preserved French castle
Joy,10,"This company lists an apartment in Boston through booking.com called Boston West Accommodations. DO NOT RENT!  They are running a scam!  I booked with them in F,...",SoBeNY the Variety Hotel,"Scammers! Took my money, then cancelled my reservation 5 min before check-in"
Joy,50,"My son and I stayed here because we needed easy access to the UAB campus for a meeting the next morning. This is my/our first stay at an actual historical bed a,...",Hassinger Daniels Mansion Bed and Breakfast,Absolutely breathtaking 
Joy,10,"Let me just first say, I do not consider myself a picky person.  I have stayed at places from “super 8’s” to “Hyatt’s”. I enjoy traveling for the adventure, not,...",Quality Inn & Suites Birmingham Highway 280,"Terrible odor, tried to charge my card before check in time "
Joy,50,"This is my 2nd experience at a Hyatt. The other was in the Boston area. Both experiences were great and almost exactly the same.  Friendly, professional staff a,...",Candlewood Suites Birmingham - Inverness,"Clean, roomy, modern"
Joy,10,"Let me just first say, I do not consider myself a picky person.  I have stayed at places from “super 8’s” to “Hyatt’s”. I enjoy traveling for the adventure, not,...",Quality Inn & Suites Birmingham Highway 280,"Terrible odor, tried to charge my card before check in time "
Joy,,,Residence Lalemant College Brebeuf,
Joy,50,"I came to Montreal on a whim, just looking to experience something new and French so luxury accommodations were not a priority. I was really surprised to learn ,...",Residence Lalemant College Brebeuf,"Perfect for a solo, budget minded traveler"
Joy,40,"I was stranded in NYC for a couple of days due to flight cancellations. This place was a perfect, cost effective way to manage the situation. There is a 24-7 fr,...",Central Park West Hostel,Perfect when I was stranded in NYC due to flight cancellations and rebooking problems
Joy,50,"I visited Montreal on a whim, not knowing a thing about it other than it’s considered “French Canada”. This tour was the first tour I participated in upon my ar,...",Haunted Downtown,Great way to start out your visit to Montreal
Joy,40,"We enjoyed our stay and based on the reviews we already read, I tried to prepare for the thin walls but that part was worse than I expected unfortunately. Betwe,...",Q-Factory Hotel,Great location and trendy but thin walls
Joy,50,"We missed the 2 month window for tickets and had to wait in queue online for day-of tickets. It didn’t take long. We signed on the website at 8:45 am, before th,...",Anne Frank House,Worth the frustration of getting tickets. 
Joy,50,"We really enjoyed our tour.  Arthur was our tour guide and he is very informative of the Jewish history including Anne Frank’s history. Great adjunct to the Ann,...",Anne Frank Guided Walking Tour through Amsterdam's Jewish Quarter,Funny and informative tour guide
Joy,40,"First of all, I am going to make some suggestions, but I don't want that to detract from the amazing positive experience that we had. I had no idea what to expe,...",Great Wolf Lodge Water Park,"Great family fun, but could use some activities for teens."
Joy,40,"No complaints and right on the river. In fact, it felt like we were actually on the water.  Stayed in the middle, upper section so it would feel that way.  Spen,...",River's Edge Motel,Great place for the money!
Joy,40,"This was a great place to stay. My only complaints were that the hot tub didn't get very hot and the computer was in the lobby right in the dining room with abs,...",Comfort Suites Regency Park,"Great place, great value!"
Joy,50,"I have stayed here twice during business conferences. I choose to stay here over where my conference is actually held. It is very clean and smells new every tim,...",Comfort Suites Greensboro,"Great place, great value!"
Joy,,"We are coming through the area on our way to NYC and will be staying near Hershey for 2 nights.  We will have about 1 full day to spend and enjoy the area.  We ,...",Hershey,
Joy,,"Thank you!  No, we are not going to Hershey Park.",Hershey,
Joy,40,"Perfect location and friendly staff.  Relatively clean and modernized considering it is an older hotel.  Seems like they really try to keep it up. The bed was c,...",Chateau Motel,"Not bad, but does seem to attract the young partying punks"
Sergio,50,"We had fantastic food: octopus, croquets, pork, all Spanish dishes. The service is top, they were very kind and they know very well the menu. They gave us splen,...",Bar Mar By José Andrés,Excellent food and service.
Sergio,20,"Uncomfortable beds, dirty bathrooms, poor lightning in the room, extremely expensive for what you get. I’m giving two points because they have good service at t,...",Central Park West Hostel,Too much money for what you get
Sergio,20,"El servicio no es muy bueno, los meseros no están pendientes del salón. Los platos están bien, pero no son excepcionales. Muy recomendado: la entrada de calamar,...",Bistecca e Vino Da Trattoria de la Plaza - Chapinero,"Buena comida, mal servicio "
Sergio,50,"Sin las pretensiones de otros sitios en Cartagena, que a pesar de sus precios suelen no satisfacer con su comida, el Portón de San Sebastián tiene dos ingredien,...",Porton de San Sebastian,Uno de los mejores sitios de Cartagena 
Sergio,50,"Muy buen servicio, instalaciones impecables, la zona de la piscina en la terraza y las asoleadoras esta muy bien. La habitación era muy amplia y cómoda. El baño,...",Hotel Casa Canabal by Faranda Boutique,Excelente hotel
Sergio,50,"Muy buen hotel, bien ubicado, excelentes instalaciones, buena atención del personal, buen precio, el desayuno es variado. Instalaciones aseadas. El área de la p,...",Hampton Inn by Hilton Cartagena,Excelente elección
KennyMayo,40,"We had a large family gathering (16) at Centre Parcs Longford. Check in was approximately 45mins long. Long queue of cars ahead of us. Very friendly efficient s,...",Center Parcs,Large family short stay
KennyMayo,50,Something I will never forget. A wonderful museum dedicated to all those lost souls. So sad but well worth a visit. Highly recommend ,9/11 Memorial Museum Admission Ticket,Never forget 
KennyMayo,40,"A wonderful tour that I am so glad I booked. I think Tyler was our guide. A vert knowledgeable lady and a wonderful personality to go with it. Really made the t,...",New York in One Day Guided Sightseeing Tour,Highly recommend 
KennyMayo,30,"Party of 3 stayed here in December. Excellent location. Checkin staff were not overly friendly. Rooms are small. Didn't have breakfast on location. Overall good,...",Hilton Garden Inn New York/Midtown Park Ave,Overall happy with stay
KennyMayo,40,"Accidentally found this place just around the corner from where I was staying. Really loved the atmosphere and the service is excellent. Made a second visit dur,...",Murray Hill Diner,Super
KennyMayo,30,"The food is good as is the location. The service is a let down. Ages waiting to order. Food eventually came, still no coffees. No cutlery, just disorganised.",The Harold,"Good food, disappointing service "
KennyMayo,40,"Ate here again this year after visiting twice last year. The service is excellent and promt. The food is still very good. Really recommend and will hopefully be,...",Oriental World,Still a great spot 
KennyMayo,50,Wounderful spot.Wounderful service could not do enough for our large party. Wounderful food One word excellent 😋,My Kitchen Julius,Wounderful 
KennyMayo,20,"Family of 11 ate here. Not 1 happy customer. I had the sirloin steak was tuff as old boots. No sauce only a small side salad and small jacket patato. Won't be b,...",Tropicana,Not great
KennyMayo,40,Wonderful pub in the heart of Lucan village. Staff were very friendly and the service was very promt. Food was very good. Would defo recommend.,Courtney's of Lucan,Lovely spot
KennyMayo,40,"Wonderful greeting. Location s in the heart of lucan village. Atmosphere was wonderful and the food even better. Highly recommend. Looking forward to my next vi,...",Carrolls Gastro Pub Lucan,Spit on
KennyMayo,10,"Ate here mid afternoon with family of 5. Restaurant empty. Serive was promt but not at all friendly. 1 middle aged Indian male working there. Food arrived in go,...",Dawat,SHOCKED
KennyMayo,30,"Just back after 1 nights couples package, B&B, evening meal and spa treatment. Can't help but feel a bit cheated. Arrived early for check in and room was ready,,...",Sheraton Athlone Hotel,Very disappointed 
KennyMayo,30,"Just back after 1 nights couples package, B&B, evening meal and spa treatment. Can't help but feel a bit cheated. Arrived early for check in and room was ready,,...",Sheraton Athlone Hotel,Very disappointed 
KennyMayo,50,"Ate here with 2 adults and 2 children. Arrived about 3pm and wasn't too busy. Brought straight to our table. The food was fabulous and even the kids really enjo,...",Jalan Jalan Sligo,Wonderful spot
